Tanggal,SUM of IHSG
Wed Oct 26 2016 00:00:00 GMT+0700 (Western Indonesia Time),5399.68
Thu Oct 27 2016 00:00:00 GMT+0700 (Western Indonesia Time),5416.84
Fri Oct 28 2016 00:00:00 GMT+0700 (Western Indonesia Time),5410.27
Sat Oct 29 2016 00:00:00 GMT+0700 (Western Indonesia Time),5410.27
Sun Oct 30 2016 00:00:00 GMT+0700 (Western Indonesia Time),5410.27
Mon Oct 31 2016 00:00:00 GMT+0700 (Western Indonesia Time),5422.54
Tue Nov 01 2016 00:00:00 GMT+0700 (Western Indonesia Time),5416.01
Wed Nov 02 2016 00:00:00 GMT+0700 (Western Indonesia Time),5405.45
Thu Nov 03 2016 00:00:00 GMT+0700 (Western Indonesia Time),5329.5
Fri Nov 04 2016 00:00:00 GMT+0700 (Western Indonesia Time),5362.66
Sat Nov 05 2016 00:00:00 GMT+0700 (Western Indonesia Time),5362.66
Sun Nov 06 2016 00:00:00 GMT+0700 (Western Indonesia Time),5362.66
Mon Nov 07 2016 00:00:00 GMT+0700 (Western Indonesia Time),5386.21
Tue Nov 08 2016 00:00:00 GMT+0700 (Western Indonesia Time),5470.68
Wed Nov 09 2016 00:00:00 GMT+0700 (Western Indonesia Time),5414.32
Thu Nov 10 2016 00:00:00 GMT+0700 (Western Indonesia Time),5450.31
Fri Nov 11 2016 00:00:00 GMT+0700 (Western Indonesia Time),5231.97
Sat Nov 12 2016 00:00:00 GMT+0700 (Western Indonesia Time),5231.97
Sun Nov 13 2016 00:00:00 GMT+0700 (Western Indonesia Time),5231.97
Mon Nov 14 2016 00:00:00 GMT+0700 (Western Indonesia Time),5115.74
Tue Nov 15 2016 00:00:00 GMT+0700 (Western Indonesia Time),5078.5
Wed Nov 16 2016 00:00:00 GMT+0700 (Western Indonesia Time),5185.47
Thu Nov 17 2016 00:00:00 GMT+0700 (Western Indonesia Time),5193.02
Fri Nov 18 2016 00:00:00 GMT+0700 (Western Indonesia Time),5170.11
Sat Nov 19 2016 00:00:00 GMT+0700 (Western Indonesia Time),5170.11
Sun Nov 20 2016 00:00:00 GMT+0700 (Western Indonesia Time),5170.11
Mon Nov 21 2016 00:00:00 GMT+0700 (Western Indonesia Time),5148.32
Tue Nov 22 2016 00:00:00 GMT+0700 (Western Indonesia Time),5204.67
Wed Nov 23 2016 00:00:00 GMT+0700 (Western Indonesia Time),5212
Thu Nov 24 2016 00:00:00 GMT+0700 (Western Indonesia Time),5107.62
Fri Nov 25 2016 00:00:00 GMT+0700 (Western Indonesia Time),5122.1
Sat Nov 26 2016 00:00:00 GMT+0700 (Western Indonesia Time),5122.1
Sun Nov 27 2016 00:00:00 GMT+0700 (Western Indonesia Time),5122.1
Mon Nov 28 2016 00:00:00 GMT+0700 (Western Indonesia Time),5114.57
Tue Nov 29 2016 00:00:00 GMT+0700 (Western Indonesia Time),5136.67
Wed Nov 30 2016 00:00:00 GMT+0700 (Western Indonesia Time),5148.91
Thu Dec 01 2016 00:00:00 GMT+0700 (Western Indonesia Time),5198.76
Fri Dec 02 2016 00:00:00 GMT+0700 (Western Indonesia Time),5245.96
Sat Dec 03 2016 00:00:00 GMT+0700 (Western Indonesia Time),5245.96
Sun Dec 04 2016 00:00:00 GMT+0700 (Western Indonesia Time),5245.96
Mon Dec 05 2016 00:00:00 GMT+0700 (Western Indonesia Time),5268.31
Tue Dec 06 2016 00:00:00 GMT+0700 (Western Indonesia Time),5272.97
Wed Dec 07 2016 00:00:00 GMT+0700 (Western Indonesia Time),5265.37
Thu Dec 08 2016 00:00:00 GMT+0700 (Western Indonesia Time),5303.73
Fri Dec 09 2016 00:00:00 GMT+0700 (Western Indonesia Time),5308.13
Sat Dec 10 2016 00:00:00 GMT+0700 (Western Indonesia Time),5308.13
Sun Dec 11 2016 00:00:00 GMT+0700 (Western Indonesia Time),5308.13
Mon Dec 12 2016 00:00:00 GMT+0700 (Western Indonesia Time),5308.13
Tue Dec 13 2016 00:00:00 GMT+0700 (Western Indonesia Time),5293.62
Wed Dec 14 2016 00:00:00 GMT+0700 (Western Indonesia Time),5262.82
Thu Dec 15 2016 00:00:00 GMT+0700 (Western Indonesia Time),5254.36
Fri Dec 16 2016 00:00:00 GMT+0700 (Western Indonesia Time),5231.65
Sat Dec 17 2016 00:00:00 GMT+0700 (Western Indonesia Time),5231.65
Sun Dec 18 2016 00:00:00 GMT+0700 (Western Indonesia Time),5231.65
Mon Dec 19 2016 00:00:00 GMT+0700 (Western Indonesia Time),5191.91
Tue Dec 20 2016 00:00:00 GMT+0700 (Western Indonesia Time),5162.48
Wed Dec 21 2016 00:00:00 GMT+0700 (Western Indonesia Time),5111.39
Thu Dec 22 2016 00:00:00 GMT+0700 (Western Indonesia Time),5042.87
Fri Dec 23 2016 00:00:00 GMT+0700 (Western Indonesia Time),5027.7
Sat Dec 24 2016 00:00:00 GMT+0700 (Western Indonesia Time),5027.7
Sun Dec 25 2016 00:00:00 GMT+0700 (Western Indonesia Time),5027.7
Mon Dec 26 2016 00:00:00 GMT+0700 (Western Indonesia Time),5027.7
Tue Dec 27 2016 00:00:00 GMT+0700 (Western Indonesia Time),5102.95
Wed Dec 28 2016 00:00:00 GMT+0700 (Western Indonesia Time),5209.44
Thu Dec 29 2016 00:00:00 GMT+0700 (Western Indonesia Time),5302.57
Fri Dec 30 2016 00:00:00 GMT+0700 (Western Indonesia Time),5296.71
Sat Dec 31 2016 00:00:00 GMT+0700 (Western Indonesia Time),5296.71
Sun Jan 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5296.71
Mon Jan 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5296.71
Tue Jan 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5275.97
Wed Jan 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5301.18
Thu Jan 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5325.5
Fri Jan 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5347.02
Sat Jan 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5347.02
Sun Jan 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5347.02
Mon Jan 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5316.36
Tue Jan 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5309.92
Wed Jan 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5301.24
Thu Jan 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5292.75
Fri Jan 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5272.98
Sat Jan 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5272.98
Sun Jan 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5272.98
Mon Jan 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5270.01
Tue Jan 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5266.94
Wed Jan 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5294.78
Thu Jan 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5298.95
Fri Jan 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5254.31
Sat Jan 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5254.31
Sun Jan 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5254.31
Mon Jan 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5250.97
Tue Jan 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5292.09
Wed Jan 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5293.78
Thu Jan 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5317.63
Fri Jan 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5312.84
Sat Jan 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5312.84
Sun Jan 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5312.84
Mon Jan 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5302.66
Tue Jan 31 2017 00:00:00 GMT+0700 (Western Indonesia Time),5294.1
Wed Feb 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5327.16
Thu Feb 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5353.71
Fri Feb 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5360.77
Sat Feb 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5360.77
Sun Feb 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5360.77
Mon Feb 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5395.99
Tue Feb 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5381.48
Wed Feb 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5361.09
Thu Feb 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5372.08
Fri Feb 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5371.67
Sat Feb 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5371.67
Sun Feb 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5371.67
Mon Feb 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5409.56
Tue Feb 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5380.67
Wed Feb 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5380.67
Thu Feb 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5378
Fri Feb 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5350.93
Sat Feb 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5350.93
Sun Feb 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5350.93
Mon Feb 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5359.29
Tue Feb 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5340.99
Wed Feb 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5358.68
Thu Feb 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5372.75
Fri Feb 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5385.91
Sat Feb 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5385.91
Sun Feb 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5385.91
Mon Feb 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5382.87
Tue Feb 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5386.69
Wed Mar 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5363.06
Thu Mar 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5408.25
Fri Mar 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5391.22
Sat Mar 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5391.22
Sun Mar 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5391.22
Mon Mar 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5409.82
Tue Mar 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5402.61
Wed Mar 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5393.76
Thu Mar 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5402.39
Fri Mar 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5390.68
Sat Mar 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5390.68
Sun Mar 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5390.68
Mon Mar 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5409.37
Tue Mar 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5431.59
Wed Mar 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5432.38
Thu Mar 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5518.24
Fri Mar 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5540.43
Sat Mar 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5540.43
Sun Mar 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5540.43
Mon Mar 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5533.99
Tue Mar 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5543.09
Wed Mar 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5534.09
Thu Mar 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5563.76
Fri Mar 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5567.13
Sat Mar 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5567.13
Sun Mar 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5567.13
Mon Mar 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5541.2
Tue Mar 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5541.2
Wed Mar 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5592.51
Thu Mar 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5592.95
Fri Mar 31 2017 00:00:00 GMT+0700 (Western Indonesia Time),5568.11
Sat Apr 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5568.11
Sun Apr 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5568.11
Mon Apr 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5606.79
Tue Apr 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5651.82
Wed Apr 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5676.98
Thu Apr 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5680.24
Fri Apr 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5653.49
Sat Apr 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5653.49
Sun Apr 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5653.49
Mon Apr 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5644.3
Tue Apr 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5627.93
Wed Apr 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5644.15
Thu Apr 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5616.55
Fri Apr 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5616.55
Sat Apr 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5616.55
Sun Apr 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5616.55
Mon Apr 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5577.49
Tue Apr 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5606.52
Wed Apr 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5606.52
Thu Apr 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5595.31
Fri Apr 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5664.48
Sat Apr 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5664.48
Sun Apr 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5664.48
Mon Apr 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5664.48
Tue Apr 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5680.8
Wed Apr 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5726.53
Thu Apr 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5707.03
Fri Apr 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5685.3
Sat Apr 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5685.3
Sun Apr 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5685.3
Mon May 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5685.3
Tue May 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5675.81
Wed May 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5647.37
Thu May 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5669.44
Fri May 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5683.38
Sat May 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5683.38
Sun May 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5683.38
Mon May 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5707.86
Tue May 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5697.06
Wed May 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5653.01
Thu May 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5653.01
Fri May 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5675.22
Sat May 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5675.22
Sun May 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5675.22
Mon May 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5688.87
Tue May 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5647
Wed May 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5615.49
Thu May 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5645.45
Fri May 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5791.88
Sat May 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5791.88
Sun May 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5791.88
Mon May 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5749.44
Tue May 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5730.61
Wed May 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5703.43
Thu May 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5703.43
Fri May 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5716.81
Sat May 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5716.81
Sun May 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5716.81
Mon May 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5712.33
Tue May 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5693.39
Wed May 31 2017 00:00:00 GMT+0700 (Western Indonesia Time),5738.15
Thu Jun 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5738.15
Fri Jun 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5742.45
Sat Jun 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5742.45
Sun Jun 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5742.45
Mon Jun 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5748.23
Tue Jun 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5707.83
Wed Jun 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5717.32
Thu Jun 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5702.92
Fri Jun 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5675.52
Sat Jun 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5675.52
Sun Jun 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5675.52
Mon Jun 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5691.44
Tue Jun 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5707.65
Wed Jun 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5792.9
Thu Jun 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5776.28
Fri Jun 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5723.64
Sat Jun 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5723.64
Sun Jun 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5723.64
Mon Jun 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5741.91
Tue Jun 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5791.9
Wed Jun 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5818.55
Thu Jun 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Fri Jun 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Sat Jun 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Sun Jun 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Mon Jun 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Tue Jun 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Wed Jun 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Thu Jun 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Fri Jun 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Sat Jul 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Sun Jul 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.71
Mon Jul 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5910.24
Tue Jul 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5865.36
Wed Jul 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5825.05
Thu Jul 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5849.57
Fri Jul 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5814.79
Sat Jul 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5814.79
Sun Jul 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5814.79
Mon Jul 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5771.51
Tue Jul 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5773.33
Wed Jul 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5819.13
Thu Jul 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5830.04
Fri Jul 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5831.8
Sat Jul 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5831.8
Sun Jul 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5831.8
Mon Jul 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5841.28
Tue Jul 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5822.35
Wed Jul 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5806.69
Thu Jul 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5825.21
Fri Jul 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5765.42
Sat Jul 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5765.42
Sun Jul 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5765.42
Mon Jul 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5801.59
Tue Jul 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5813.53
Wed Jul 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5800.21
Thu Jul 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5819.74
Fri Jul 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5831.03
Sat Jul 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5831.03
Sun Jul 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5831.03
Mon Jul 31 2017 00:00:00 GMT+0700 (Western Indonesia Time),5840.94
Tue Aug 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5805.2
Wed Aug 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5824.25
Thu Aug 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5780.58
Fri Aug 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5777.48
Sat Aug 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5777.48
Sun Aug 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5777.48
Mon Aug 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5749.29
Tue Aug 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5810.56
Wed Aug 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5824.01
Thu Aug 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5825.95
Fri Aug 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5766.14
Sat Aug 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5766.14
Sun Aug 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5766.14
Mon Aug 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5801.49
Tue Aug 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5835.04
Wed Aug 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5891.95
Thu Aug 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5891.95
Fri Aug 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5893.84
Sat Aug 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5893.84
Sun Aug 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5893.84
Mon Aug 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5861
Tue Aug 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5880.3
Wed Aug 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5914.02
Thu Aug 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5894.12
Fri Aug 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5915.36
Sat Aug 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5915.36
Sun Aug 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5915.36
Mon Aug 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5903.34
Tue Aug 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5888.21
Wed Aug 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5872.51
Thu Aug 31 2017 00:00:00 GMT+0700 (Western Indonesia Time),5864.06
Fri Sep 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5864.06
Sat Sep 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5864.06
Sun Sep 03 2017 00:00:00 GMT+0700 (Western Indonesia Time),5864.06
Mon Sep 04 2017 00:00:00 GMT+0700 (Western Indonesia Time),5813.74
Tue Sep 05 2017 00:00:00 GMT+0700 (Western Indonesia Time),5829.98
Wed Sep 06 2017 00:00:00 GMT+0700 (Western Indonesia Time),5824.14
Thu Sep 07 2017 00:00:00 GMT+0700 (Western Indonesia Time),5832.31
Fri Sep 08 2017 00:00:00 GMT+0700 (Western Indonesia Time),5857.12
Sat Sep 09 2017 00:00:00 GMT+0700 (Western Indonesia Time),5857.12
Sun Sep 10 2017 00:00:00 GMT+0700 (Western Indonesia Time),5857.12
Mon Sep 11 2017 00:00:00 GMT+0700 (Western Indonesia Time),5871.88
Tue Sep 12 2017 00:00:00 GMT+0700 (Western Indonesia Time),5872.38
Wed Sep 13 2017 00:00:00 GMT+0700 (Western Indonesia Time),5845.73
Thu Sep 14 2017 00:00:00 GMT+0700 (Western Indonesia Time),5852
Fri Sep 15 2017 00:00:00 GMT+0700 (Western Indonesia Time),5872.39
Sat Sep 16 2017 00:00:00 GMT+0700 (Western Indonesia Time),5872.39
Sun Sep 17 2017 00:00:00 GMT+0700 (Western Indonesia Time),5872.39
Mon Sep 18 2017 00:00:00 GMT+0700 (Western Indonesia Time),5884.61
Tue Sep 19 2017 00:00:00 GMT+0700 (Western Indonesia Time),5901.33
Wed Sep 20 2017 00:00:00 GMT+0700 (Western Indonesia Time),5906.57
Thu Sep 21 2017 00:00:00 GMT+0700 (Western Indonesia Time),5906.57
Fri Sep 22 2017 00:00:00 GMT+0700 (Western Indonesia Time),5911.71
Sat Sep 23 2017 00:00:00 GMT+0700 (Western Indonesia Time),5911.71
Sun Sep 24 2017 00:00:00 GMT+0700 (Western Indonesia Time),5911.71
Mon Sep 25 2017 00:00:00 GMT+0700 (Western Indonesia Time),5894.61
Tue Sep 26 2017 00:00:00 GMT+0700 (Western Indonesia Time),5863.96
Wed Sep 27 2017 00:00:00 GMT+0700 (Western Indonesia Time),5863.03
Thu Sep 28 2017 00:00:00 GMT+0700 (Western Indonesia Time),5841.05
Fri Sep 29 2017 00:00:00 GMT+0700 (Western Indonesia Time),5900.85
Sat Sep 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),5900.85
Sun Oct 01 2017 00:00:00 GMT+0700 (Western Indonesia Time),5900.85
Mon Oct 02 2017 00:00:00 GMT+0700 (Western Indonesia Time),5914.03
