Tanggal,SUM of IHSG
Sun Apr 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),4634.82
Mon Apr 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),4575.9
Tue Apr 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),4501.92
Wed Apr 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),4567.56
Thu Apr 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),4593.55
Fri Apr 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),4496.06
Sat Apr 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),4496.06
Sun Apr 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),4496.06
Mon Apr 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),4513.14
Tue Apr 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),4529.55
Wed Apr 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),4567.32
Thu Apr 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),4716.4
Fri May 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),4716.4
Sat May 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),4716.4
Sun May 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),4716.4
Mon May 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),4605.49
Tue May 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),4630.13
Wed May 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),4608.79
Thu May 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),4608.79
Fri May 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),4597.43
Sat May 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),4597.43
Sun May 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),4597.43
Mon May 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),4639.1
Tue May 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),4588.73
Wed May 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),4554.36
Thu May 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),4513.83
Fri May 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),4507.61
Sat May 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),4507.61
Sun May 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),4507.61
Mon May 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),4511.06
Tue May 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),4548.66
Wed May 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),4545.95
Thu May 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),4545.95
Fri May 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),4545.95
Sat May 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),4545.95
Sun May 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),4545.95
Mon May 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),4545.95
Tue May 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),4626.8
Wed May 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),4641.56
Thu May 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),4716.19
Fri May 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),4753.61
Sat May 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),4753.61
Sun May 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),4753.61
Mon Jun 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),4753.61
Tue Jun 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),4847.51
Wed Jun 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),4941.01
Thu Jun 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),4916.7
Fri Jun 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),4947.78
Sat Jun 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),4947.78
Sun Jun 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),4947.78
Mon Jun 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),5070.56
Tue Jun 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),5035.06
Wed Jun 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),4920.68
Thu Jun 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),4854.75
Fri Jun 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),4880.36
Sat Jun 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),4880.36
Sun Jun 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),4880.36
Mon Jun 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),4816.34
Tue Jun 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),4986.46
Wed Jun 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),4987.78
Thu Jun 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),4925.25
Fri Jun 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),4942.27
Sat Jun 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),4942.27
Sun Jun 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),4942.27
Mon Jun 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),4918.83
Tue Jun 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),4879.13
Wed Jun 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),4964.73
Thu Jun 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),4896.73
Fri Jun 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),4904.09
Sat Jun 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),4904.09
Sun Jun 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),4904.09
Mon Jun 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),4901.82
Tue Jun 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),4905.39
Wed Jul 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),4914.39
Thu Jul 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),4966.78
Fri Jul 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),4973.79
Sat Jul 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),4973.79
Sun Jul 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),4973.79
Mon Jul 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),4988.87
Tue Jul 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),4987.08
Wed Jul 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),5076.17
Thu Jul 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),5052.79
Fri Jul 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),5031.26
Sat Jul 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),5031.26
Sun Jul 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),5031.26
Mon Jul 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),5064.45
Tue Jul 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),5079.12
Wed Jul 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),5075.8
Thu Jul 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),5098.37
Fri Jul 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),5079.59
Sat Jul 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),5079.59
Sun Jul 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),5079.59
Mon Jul 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),5051.11
Tue Jul 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),5114.71
Wed Jul 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),5110.19
Thu Jul 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),5145.01
Fri Jul 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),5082.99
Sat Jul 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),5082.99
Sun Jul 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),5082.99
Mon Jul 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),5116.67
Tue Jul 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),5112.99
Wed Jul 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),5111.11
Thu Jul 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),5149.63
Fri Jul 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),5149.63
Sat Aug 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),5149.63
Sun Aug 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),5149.63
Mon Aug 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),5006.22
Tue Aug 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),5075
Wed Aug 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),5127.05
Thu Aug 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),5178.27
Fri Aug 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),5143.89
Sat Aug 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),5143.89
Sun Aug 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),5143.89
Mon Aug 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),5157.83
Tue Aug 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),5190.17
Wed Aug 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),5233.45
Thu Aug 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),5239.25
Fri Aug 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),5247.69
Sat Aug 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),5247.69
Sun Aug 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),5247.69
Mon Aug 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),5247.69
Tue Aug 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),5295.17
Wed Aug 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),5272.81
Thu Aug 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),5272.81
Fri Aug 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),5272.81
Sat Aug 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),5272.81
Sun Aug 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),5272.81
Mon Aug 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),5277.04
Tue Aug 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),5338.89
Wed Aug 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),5340.33
Thu Aug 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),5371.47
Fri Aug 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),5346.66
Sat Aug 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),5346.66
Sun Aug 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),5346.66
Mon Aug 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),5238.49
Tue Sep 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),5310.68
Wed Sep 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),5311.97
Thu Sep 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),5280.81
Fri Sep 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),5239.85
Sat Sep 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),5239.85
Sun Sep 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),5239.85
Mon Sep 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),5230.2
Tue Sep 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),5244.07
Wed Sep 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),5149.38
Thu Sep 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),4891.46
Fri Sep 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),5016.71
Sat Sep 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),5016.71
Sun Sep 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),5016.71
Mon Sep 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),5161.83
Tue Sep 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),5100.86
Wed Sep 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),5058.48
Thu Sep 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),5038.4
Fri Sep 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),5059.22
Sat Sep 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),5059.22
Sun Sep 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),5059.22
Mon Sep 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),4999.36
Tue Sep 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),4934.09
Wed Sep 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),4917.95
Thu Sep 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),4842.76
Fri Sep 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),4945.79
Sat Sep 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),4945.79
Sun Sep 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),4945.79
Mon Sep 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),4906.55
Tue Sep 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),4879.1
Wed Sep 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),4870.04
Thu Oct 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),4970.09
Fri Oct 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),4926.73
Sat Oct 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),4926.73
Sun Oct 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),4926.73
Mon Oct 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),4958.77
Tue Oct 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),4999.22
Wed Oct 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),5004.33
Thu Oct 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),5039.14
Fri Oct 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),5053.66
Sat Oct 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),5053.66
Sun Oct 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),5053.66
Mon Oct 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),5093.1
Tue Oct 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),5132.57
Wed Oct 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),5176.1
Thu Oct 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),5105.15
Fri Oct 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),5103.41
Sat Oct 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),5103.41
Sun Oct 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),5103.41
Mon Oct 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),5126.33
Tue Oct 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),5099.84
Wed Oct 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),5096.45
Thu Oct 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),5091.82
Fri Oct 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),5112.19
Sat Oct 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),5112.19
Sun Oct 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),5112.19
Mon Oct 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),5144.05
Tue Oct 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),5128.23
Wed Oct 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),5128.23
Thu Oct 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),5128.23
Fri Oct 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),5128.23
Sat Oct 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),5128.23
Sun Nov 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),5128.23
Mon Nov 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),5115.13
Tue Nov 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),5159.45
Wed Nov 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),5105.2
Thu Nov 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),5260.33
Fri Nov 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),5335.53
Sat Nov 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),5335.53
Sun Nov 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),5335.53
Mon Nov 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),5356.01
Tue Nov 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),5462.74
Wed Nov 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),5509.51
Thu Nov 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),5458.6
Fri Nov 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),5461.06
Sat Nov 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),5461.06
Sun Nov 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),5461.06
Mon Nov 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),5494.87
Tue Nov 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),5529.94
Wed Nov 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),5557.52
Thu Nov 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),5594.06
Fri Nov 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),5571.66
Sat Nov 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),5571.66
Sun Nov 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),5571.66
Mon Nov 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),5652.76
Tue Nov 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),5701.03
Wed Nov 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),5679.25
Thu Nov 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),5759.92
Fri Nov 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),5783.34
Sat Nov 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),5783.34
Sun Nov 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),5783.34
Mon Nov 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),5612.41
Tue Dec 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),5724.74
Wed Dec 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),5813.99
Thu Dec 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),5822.94
Fri Dec 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),5810.48
Sat Dec 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),5810.48
Sun Dec 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),5810.48
Mon Dec 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),5930.76
Tue Dec 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),5944.41
Wed Dec 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),5944.41
Thu Dec 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),5933.7
Fri Dec 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),5938.33
Sat Dec 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),5938.33
Sun Dec 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),5938.33
Mon Dec 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),6012.52
Tue Dec 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),6010.13
Wed Dec 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),6118.4
Thu Dec 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),6113.38
Fri Dec 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),6104.32
Sat Dec 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),6104.32
Sun Dec 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),6104.32
Mon Dec 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),6165.62
Tue Dec 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),6023.29
Wed Dec 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),6008.71
Thu Dec 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),6008.71
Fri Dec 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),6008.71
Sat Dec 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),6008.71
Sun Dec 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),6008.71
Mon Dec 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),6093.55
Tue Dec 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),6036.17
Wed Dec 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),5979.07
Thu Dec 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),5979.07
Fri Jan 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),5979.07
Sat Jan 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),5979.07
Sun Jan 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),5979.07
Mon Jan 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),6104.9
Tue Jan 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),6137.34
Wed Jan 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),6065.68
Thu Jan 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),6153.63
Fri Jan 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),6257.84
Sat Jan 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),6257.84
Sun Jan 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),6257.84
Mon Jan 11 2021 00:00:00 GMT+0700 (Western Indonesia Time),6382.94
Tue Jan 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),6395.67
Wed Jan 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),6435.2
Thu Jan 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),6428.31
Fri Jan 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),6373.41
Sat Jan 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),6373.41
Sun Jan 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),6373.41
Mon Jan 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),6389.83
Tue Jan 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),6321.86
Wed Jan 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),6429.76
Thu Jan 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),6413.89
Fri Jan 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),6307.13
Sat Jan 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),6307.13
Sun Jan 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),6307.13
Mon Jan 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),6258.57
Tue Jan 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),6140.17
Wed Jan 27 2021 00:00:00 GMT+0700 (Western Indonesia Time),6109.17
Thu Jan 28 2021 00:00:00 GMT+0700 (Western Indonesia Time),5979.39
Fri Jan 29 2021 00:00:00 GMT+0700 (Western Indonesia Time),5862.35
Sat Jan 30 2021 00:00:00 GMT+0700 (Western Indonesia Time),5862.35
Sun Jan 31 2021 00:00:00 GMT+0700 (Western Indonesia Time),5862.35
Mon Feb 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),6067.55
Tue Feb 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),6043.84
Wed Feb 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),6077.74
Thu Feb 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),6107.22
Fri Feb 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),6151.73
Sat Feb 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),6151.73
Sun Feb 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),6151.73
Mon Feb 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),6208.87
Tue Feb 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),6181.67
Wed Feb 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),6201.83
Thu Feb 11 2021 00:00:00 GMT+0700 (Western Indonesia Time),6222.52
Fri Feb 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),6222.52
Sat Feb 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),6222.52
Sun Feb 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),6222.52
Mon Feb 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),6270.32
Tue Feb 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),6292.4
Wed Feb 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),6227.73
Thu Feb 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),6200.31
Fri Feb 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),6231.93
Sat Feb 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),6231.93
Sun Feb 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),6231.93
Mon Feb 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),6255.31
Tue Feb 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),6272.81
Wed Feb 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),6251.05
Thu Feb 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),6289.65
Fri Feb 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),6241.8
Sat Feb 27 2021 00:00:00 GMT+0700 (Western Indonesia Time),6241.8
Sun Feb 28 2021 00:00:00 GMT+0700 (Western Indonesia Time),6241.8
Mon Mar 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),6338.51
Tue Mar 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),6359.2
Wed Mar 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),6376.76
Thu Mar 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),6290.8
Fri Mar 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),6258.75
Sat Mar 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),6258.75
Sun Mar 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),6258.75
Mon Mar 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),6248.47
Tue Mar 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),6199.65
Wed Mar 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),6264.68
Thu Mar 11 2021 00:00:00 GMT+0700 (Western Indonesia Time),6264.68
Fri Mar 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),6358.21
Sat Mar 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),6358.21
Sun Mar 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),6358.21
Mon Mar 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),6324.26
Tue Mar 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),6309.7
Wed Mar 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),6277.23
Thu Mar 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),6347.83
Fri Mar 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),6356.16
Sat Mar 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),6356.16
Sun Mar 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),6356.16
Mon Mar 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),6301.13
Tue Mar 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),6252.71
Wed Mar 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),6156.14
Thu Mar 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),6122.88
Fri Mar 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),6195.56
