Tanggal,Kurs,Tanggal,24 May 2024
Fri Nov 18 2022 00:00:00 GMT+0700 (Western Indonesia Time),15692,18 November 2022,15692
Mon Nov 21 2022 00:00:00 GMT+0700 (Western Indonesia Time),15707,21 November 2022,15707
Tue Nov 22 2022 00:00:00 GMT+0700 (Western Indonesia Time),15716,22 November 2022,15716
Wed Nov 23 2022 00:00:00 GMT+0700 (Western Indonesia Time),15700,23 November 2022,15700
Thu Nov 24 2022 00:00:00 GMT+0700 (Western Indonesia Time),15647,24 November 2022,15647
Fri Nov 25 2022 00:00:00 GMT+0700 (Western Indonesia Time),15668,25 November 2022,15668
Mon Nov 28 2022 00:00:00 GMT+0700 (Western Indonesia Time),15729,28 November 2022,15729
Tue Nov 29 2022 00:00:00 GMT+0700 (Western Indonesia Time),15737,29 November 2022,15737
Wed Nov 30 2022 00:00:00 GMT+0700 (Western Indonesia Time),15742,30 November 2022,15742
Thu Dec 01 2022 00:00:00 GMT+0700 (Western Indonesia Time),15617,01 December 2022,15617
Fri Dec 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),15429,02 December 2022,15429
Mon Dec 05 2022 00:00:00 GMT+0700 (Western Indonesia Time),15409,05 December 2022,15409
Tue Dec 06 2022 00:00:00 GMT+0700 (Western Indonesia Time),15576,06 December 2022,15576
Wed Dec 07 2022 00:00:00 GMT+0700 (Western Indonesia Time),15619,07 December 2022,15619
Thu Dec 08 2022 00:00:00 GMT+0700 (Western Indonesia Time),15624,08 December 2022,15624
Fri Dec 09 2022 00:00:00 GMT+0700 (Western Indonesia Time),15587,09 December 2022,15587
Mon Dec 12 2022 00:00:00 GMT+0700 (Western Indonesia Time),15642,12 December 2022,15642
Tue Dec 13 2022 00:00:00 GMT+0700 (Western Indonesia Time),15661,13 December 2022,15661
Wed Dec 14 2022 00:00:00 GMT+0700 (Western Indonesia Time),15619,14 December 2022,15619
Thu Dec 15 2022 00:00:00 GMT+0700 (Western Indonesia Time),15630,15 December 2022,15630
Fri Dec 16 2022 00:00:00 GMT+0700 (Western Indonesia Time),15617,16 December 2022,15617
Mon Dec 19 2022 00:00:00 GMT+0700 (Western Indonesia Time),15621,19 December 2022,15621
Tue Dec 20 2022 00:00:00 GMT+0700 (Western Indonesia Time),15608,20 December 2022,15608
Wed Dec 21 2022 00:00:00 GMT+0700 (Western Indonesia Time),15601,21 December 2022,15601
Thu Dec 22 2022 00:00:00 GMT+0700 (Western Indonesia Time),15594,22 December 2022,15594
Fri Dec 23 2022 00:00:00 GMT+0700 (Western Indonesia Time),15605,23 December 2022,15605
Mon Dec 26 2022 00:00:00 GMT+0700 (Western Indonesia Time),15636,26 December 2022,15636
Tue Dec 27 2022 00:00:00 GMT+0700 (Western Indonesia Time),15659,27 December 2022,15659
Wed Dec 28 2022 00:00:00 GMT+0700 (Western Indonesia Time),15703,28 December 2022,15703
Thu Dec 29 2022 00:00:00 GMT+0700 (Western Indonesia Time),15731,29 December 2022,15731
Fri Dec 30 2022 00:00:00 GMT+0700 (Western Indonesia Time),15592,30 December 2022,15592
Mon Jan 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),15572,02 January 2023,15572
Tue Jan 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),15590,03 January 2023,15590
Wed Jan 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),15615,04 January 2023,15615
Thu Jan 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),15610,05 January 2023,15610
Fri Jan 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15635,06 January 2023,15635
Mon Jan 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),15574,09 January 2023,15574
Tue Jan 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),15589,10 January 2023,15589
Wed Jan 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),15527,11 January 2023,15527
Thu Jan 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),15366,12 January 2023,15366
Fri Jan 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),15177,13 January 2023,15177
Mon Jan 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),15019,16 January 2023,15019
Tue Jan 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),15154,17 January 2023,15154
Wed Jan 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),15137,18 January 2023,15137
Thu Jan 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),15113,19 January 2023,15113
Fri Jan 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15121,20 January 2023,15121
Tue Jan 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),14930,24 January 2023,14930
Wed Jan 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),14958,25 January 2023,14958
Thu Jan 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),14964,26 January 2023,14964
Fri Jan 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),14978,27 January 2023,14978
Mon Jan 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),14979,30 January 2023,14979
Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),14992,31 January 2023,14992
Wed Feb 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),14991,01 February 2023,14991
Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),14868,02 February 2023,14868
Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),14898,03 February 2023,14898
Mon Feb 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15055,06 February 2023,15055
Tue Feb 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),15139,07 February 2023,15139
Wed Feb 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),15122,08 February 2023,15122
Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),15120,09 February 2023,15120
Fri Feb 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),15140,10 February 2023,15140
Mon Feb 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),15216,13 February 2023,15216
Tue Feb 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),15168,14 February 2023,15168
Wed Feb 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),15194,15 February 2023,15194
Thu Feb 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),15176,16 February 2023,15176
Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),15199,17 February 2023,15199
Mon Feb 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15168,20 February 2023,15168
Tue Feb 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),15179,21 February 2023,15179
Wed Feb 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),15218,22 February 2023,15218
Thu Feb 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),15187,23 February 2023,15187
Fri Feb 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),15216,24 February 2023,15216
Mon Feb 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15274,27 February 2023,15274
Tue Feb 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),15240,28 February 2023,15240
Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),15250,01 March 2023,15250
Thu Mar 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),15273,02 March 2023,15273
Fri Mar 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),15306,03 March 2023,15306
Mon Mar 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15301,06 March 2023,15301
Tue Mar 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),15359,07 March 2023,15359
Wed Mar 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),15451,08 March 2023,15451
Thu Mar 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),15438,09 March 2023,15438
Fri Mar 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),15468,10 March 2023,15468
Mon Mar 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),15374,13 March 2023,15374
Tue Mar 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),15380,14 March 2023,15380
Wed Mar 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),15365,15 March 2023,15365
Thu Mar 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),15418,16 March 2023,15418
Fri Mar 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),15364,17 March 2023,15364
Mon Mar 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15372,20 March 2023,15372
Tue Mar 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),15349,21 March 2023,15349
Fri Mar 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),15189,24 March 2023,15189
Mon Mar 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15174,27 March 2023,15174
Tue Mar 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),15088,28 March 2023,15088
Wed Mar 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),15094,29 March 2023,15094
Thu Mar 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),15062,30 March 2023,15062
Fri Mar 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),14977,31 March 2023,14977
Mon Apr 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),14990,03 April 2023,14990
Tue Apr 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),14913,04 April 2023,14913
Wed Apr 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),14933,05 April 2023,14933
Thu Apr 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),14943,06 April 2023,14943
Mon Apr 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),14905,10 April 2023,14905
Tue Apr 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),14888,11 April 2023,14888
Wed Apr 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),14866,12 April 2023,14866
Thu Apr 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),14792,13 April 2023,14792
Fri Apr 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),14666,14 April 2023,14666
Mon Apr 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),14773,17 April 2023,14773
Tue Apr 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),14855,18 April 2023,14855
Wed Apr 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),14882,26 April 2023,14882
Thu Apr 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),14751,27 April 2023,14751
Fri Apr 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),14661,28 April 2023,14661
Tue May 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),14703,02 May 2023,14703
Wed May 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),14706,03 May 2023,14706
Thu May 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),14632,04 May 2023,14632
Fri May 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),14674,05 May 2023,14674
Mon May 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),14709,08 May 2023,14709
Tue May 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),14757,09 May 2023,14757
Wed May 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),14746,10 May 2023,14746
Thu May 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),14722,11 May 2023,14722
Fri May 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),14752,12 May 2023,14752
Mon May 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),14812,15 May 2023,14812
Tue May 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),14810,16 May 2023,14810
Wed May 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),14875,17 May 2023,14875
Fri May 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),14936,19 May 2023,14936
Mon May 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),14897,22 May 2023,14897
Tue May 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),14878,23 May 2023,14878
Wed May 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),14905,24 May 2023,14905
Thu May 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),14952,25 May 2023,14952
Fri May 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),14959,26 May 2023,14959
Mon May 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),14973,29 May 2023,14973
Tue May 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),14969,30 May 2023,14969
Wed May 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),15003,31 May 2023,15003
Mon Jun 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),14888,05 June 2023,14888
Tue Jun 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),14839,06 June 2023,14839
Wed Jun 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),14875,07 June 2023,14875
Thu Jun 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),14903,08 June 2023,14903
Fri Jun 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),14853,09 June 2023,14853
Mon Jun 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),14874,12 June 2023,14874
Tue Jun 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),14868,13 June 2023,14868
Wed Jun 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),14895,14 June 2023,14895
Thu Jun 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),14943,15 June 2023,14943
Fri Jun 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),14945,16 June 2023,14945
Mon Jun 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),14994,19 June 2023,14994
Tue Jun 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15040,20 June 2023,15040
Wed Jun 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),14982,21 June 2023,14982
Thu Jun 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),14918,22 June 2023,14918
Fri Jun 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),14998,23 June 2023,14998
Mon Jun 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),15026,26 June 2023,15026
Tue Jun 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15000,27 June 2023,15000
Mon Jul 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),15034,03 July 2023,15034
Tue Jul 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),15018,04 July 2023,15018
Wed Jul 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),15013,05 July 2023,15013
Thu Jul 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15062,06 July 2023,15062
Fri Jul 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),15136,07 July 2023,15136
Mon Jul 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),15192,10 July 2023,15192
Tue Jul 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),15162,11 July 2023,15162
Wed Jul 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),15084,12 July 2023,15084
Thu Jul 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),14978,13 July 2023,14978
Fri Jul 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),14945,14 July 2023,14945
Mon Jul 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),15007,17 July 2023,15007
Tue Jul 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),14994,18 July 2023,14994
Thu Jul 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),14991,20 July 2023,14991
Fri Jul 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),15026,21 July 2023,15026
Mon Jul 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),15028,24 July 2023,15028
Tue Jul 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),15007,25 July 2023,15007
Wed Jul 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),15032,26 July 2023,15032
Thu Jul 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15003,27 July 2023,15003
Fri Jul 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),15083,28 July 2023,15083
Mon Jul 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),15092,31 July 2023,15092
Tue Aug 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),15117,01 August 2023,15117
Wed Aug 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),15171,02 August 2023,15171
Thu Aug 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),15198,03 August 2023,15198
Fri Aug 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),15168,04 August 2023,15168
Mon Aug 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),15178,07 August 2023,15178
Tue Aug 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),15229,08 August 2023,15229
Wed Aug 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),15206,09 August 2023,15206
Thu Aug 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),15204,10 August 2023,15204
Fri Aug 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),15225,11 August 2023,15225
Mon Aug 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),15323,14 August 2023,15323
Tue Aug 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),15346,15 August 2023,15346
Wed Aug 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),15308,16 August 2023,15308
Fri Aug 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),15308,18 August 2023,15308
Mon Aug 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),15329,21 August 2023,15329
Tue Aug 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),15326,22 August 2023,15326
Wed Aug 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),15319,23 August 2023,15319
Thu Aug 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),15253,24 August 2023,15253
Fri Aug 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),15297,25 August 2023,15297
Mon Aug 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),15294,28 August 2023,15294
Tue Aug 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),15263,29 August 2023,15263
Wed Aug 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),15239,30 August 2023,15239
Thu Aug 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),15237,31 August 2023,15237
Fri Sep 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),15252,01 September 2023,15252
Mon Sep 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),15247,04 September 2023,15247
Tue Sep 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),15260,05 September 2023,15260
Wed Sep 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15307,06 September 2023,15307
Thu Sep 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),15334,07 September 2023,15334
Fri Sep 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),15341,08 September 2023,15341
Mon Sep 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),15352,11 September 2023,15352
Tue Sep 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),15344,12 September 2023,15344
Wed Sep 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),15367,13 September 2023,15367
Thu Sep 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),15357,14 September 2023,15357
Fri Sep 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),15367,15 September 2023,15367
Mon Sep 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),15373,18 September 2023,15373
Tue Sep 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),15381,19 September 2023,15381
Wed Sep 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15396,20 September 2023,15396
Thu Sep 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),15397,21 September 2023,15397
Fri Sep 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),15383,22 September 2023,15383
Mon Sep 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),15399,25 September 2023,15399
Tue Sep 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),15464,26 September 2023,15464
Wed Sep 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15526,27 September 2023,15526
Fri Sep 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),15487,29 September 2023,15487
Mon Oct 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),15519,02 October 2023,15519
Tue Oct 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),15600,03 October 2023,15600
Wed Oct 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),15636,04 October 2023,15636
Thu Oct 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),15601,05 October 2023,15601
Fri Oct 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15628,06 October 2023,15628
Mon Oct 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),15675,09 October 2023,15675
Tue Oct 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),15708,10 October 2023,15708
Wed Oct 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),15710,11 October 2023,15710
Thu Oct 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),15702,12 October 2023,15702
Fri Oct 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),15709,13 October 2023,15709
Mon Oct 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),15716,16 October 2023,15716
Tue Oct 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),15718,17 October 2023,15718
Wed Oct 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),15731,18 October 2023,15731
Thu Oct 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),15838,19 October 2023,15838
Fri Oct 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15856,20 October 2023,15856
Mon Oct 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),15943,23 October 2023,15943
Tue Oct 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),15869,24 October 2023,15869
Wed Oct 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),15871,25 October 2023,15871
Thu Oct 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),15933,26 October 2023,15933
Fri Oct 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15941,27 October 2023,15941
Mon Oct 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),15916,30 October 2023,15916
Tue Oct 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),15897,31 October 2023,15897
Wed Nov 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),15946,01 November 2023,15946
Thu Nov 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),15861,02 November 2023,15861
Fri Nov 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),15771,03 November 2023,15771
Mon Nov 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15550,06 November 2023,15550
Tue Nov 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),15593,07 November 2023,15593
Wed Nov 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),15629,08 November 2023,15629
Thu Nov 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),15649,09 November 2023,15649
Fri Nov 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),15693,10 November 2023,15693
Mon Nov 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),15713,13 November 2023,15713
Tue Nov 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),15699,14 November 2023,15699
Wed Nov 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),15503,15 November 2023,15503
Thu Nov 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),15595,16 November 2023,15595
Fri Nov 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),15504,17 November 2023,15504
Mon Nov 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15419,20 November 2023,15419
Tue Nov 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),15436,21 November 2023,15436
Wed Nov 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),15584,22 November 2023,15584
Thu Nov 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),15593,23 November 2023,15593
Fri Nov 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),15587,24 November 2023,15587
Mon Nov 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15527,27 November 2023,15527
Tue Nov 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),15450,28 November 2023,15450
Wed Nov 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),15384,29 November 2023,15384
Thu Nov 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),15484,30 November 2023,15484
Fri Dec 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),15524,01 December 2023,15524
Mon Dec 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),15446,04 December 2023,15446
Tue Dec 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),15504,05 December 2023,15504
Wed Dec 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),15504,06 December 2023,15504
Thu Dec 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),15536,07 December 2023,15536
Fri Dec 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),15500,08 December 2023,15500
Mon Dec 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),15614,11 December 2023,15614
Tue Dec 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),15631,12 December 2023,15631
Wed Dec 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),15629,13 December 2023,15629
Thu Dec 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),15493,14 December 2023,15493
Fri Dec 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),15503,15 December 2023,15503
Mon Dec 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),15516,18 December 2023,15516
Tue Dec 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),15506,19 December 2023,15506
Wed Dec 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),15512,20 December 2023,15512
Thu Dec 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),15533,21 December 2023,15533
Fri Dec 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),15489,22 December 2023,15489
Wed Dec 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),15414,27 December 2023,15414
Thu Dec 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),15416,28 December 2023,15416
Fri Dec 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),15439,29 December 2023,15439
Tue Jan 02 2024 00:00:00 GMT+0700 (Western Indonesia Time),15473,02 January 2024,15473
Wed Jan 03 2024 00:00:00 GMT+0700 (Western Indonesia Time),15495,03 January 2024,15495
Thu Jan 04 2024 00:00:00 GMT+0700 (Western Indonesia Time),15525,04 January 2024,15525
Fri Jan 05 2024 00:00:00 GMT+0700 (Western Indonesia Time),15518,05 January 2024,15518
Mon Jan 08 2024 00:00:00 GMT+0700 (Western Indonesia Time),15522,08 January 2024,15522
Tue Jan 09 2024 00:00:00 GMT+0700 (Western Indonesia Time),15518,09 January 2024,15518
Wed Jan 10 2024 00:00:00 GMT+0700 (Western Indonesia Time),15568,10 January 2024,15568
Thu Jan 11 2024 00:00:00 GMT+0700 (Western Indonesia Time),15558,11 January 2024,15558
Fri Jan 12 2024 00:00:00 GMT+0700 (Western Indonesia Time),15559,12 January 2024,15559
Mon Jan 15 2024 00:00:00 GMT+0700 (Western Indonesia Time),15555,15 January 2024,15555
Tue Jan 16 2024 00:00:00 GMT+0700 (Western Indonesia Time),15592,16 January 2024,15592
Wed Jan 17 2024 00:00:00 GMT+0700 (Western Indonesia Time),15639,17 January 2024,15639
Thu Jan 18 2024 00:00:00 GMT+0700 (Western Indonesia Time),15630,18 January 2024,15630
Fri Jan 19 2024 00:00:00 GMT+0700 (Western Indonesia Time),15628,19 January 2024,15628
Mon Jan 22 2024 00:00:00 GMT+0700 (Western Indonesia Time),15627,22 January 2024,15627
Tue Jan 23 2024 00:00:00 GMT+0700 (Western Indonesia Time),15656,23 January 2024,15656
