Tanggal,Kurs,Tanggal,24 May 2024
Thu May 23 2019 00:00:00 GMT+0700 (Western Indonesia Time),14513,23 May 2019,14513
Fri May 24 2019 00:00:00 GMT+0700 (Western Indonesia Time),14451,24 May 2019,14451
Mon May 27 2019 00:00:00 GMT+0700 (Western Indonesia Time),14360,27 May 2019,14360
Tue May 28 2019 00:00:00 GMT+0700 (Western Indonesia Time),14380,28 May 2019,14380
Wed May 29 2019 00:00:00 GMT+0700 (Western Indonesia Time),14417,29 May 2019,14417
Fri May 31 2019 00:00:00 GMT+0700 (Western Indonesia Time),14385,31 May 2019,14385
Mon Jun 10 2019 00:00:00 GMT+0700 (Western Indonesia Time),14231,10 June 2019,14231
Tue Jun 11 2019 00:00:00 GMT+0700 (Western Indonesia Time),14258,11 June 2019,14258
Wed Jun 12 2019 00:00:00 GMT+0700 (Western Indonesia Time),14234,12 June 2019,14234
Thu Jun 13 2019 00:00:00 GMT+0700 (Western Indonesia Time),14270,13 June 2019,14270
Fri Jun 14 2019 00:00:00 GMT+0700 (Western Indonesia Time),14304,14 June 2019,14304
Mon Jun 17 2019 00:00:00 GMT+0700 (Western Indonesia Time),14346,17 June 2019,14346
Tue Jun 18 2019 00:00:00 GMT+0700 (Western Indonesia Time),14334,18 June 2019,14334
Wed Jun 19 2019 00:00:00 GMT+0700 (Western Indonesia Time),14271,19 June 2019,14271
Thu Jun 20 2019 00:00:00 GMT+0700 (Western Indonesia Time),14236,20 June 2019,14236
Fri Jun 21 2019 00:00:00 GMT+0700 (Western Indonesia Time),14116,21 June 2019,14116
Mon Jun 24 2019 00:00:00 GMT+0700 (Western Indonesia Time),14165,24 June 2019,14165
Tue Jun 25 2019 00:00:00 GMT+0700 (Western Indonesia Time),14138,25 June 2019,14138
Wed Jun 26 2019 00:00:00 GMT+0700 (Western Indonesia Time),14174,26 June 2019,14174
Thu Jun 27 2019 00:00:00 GMT+0700 (Western Indonesia Time),14180,27 June 2019,14180
Fri Jun 28 2019 00:00:00 GMT+0700 (Western Indonesia Time),14141,28 June 2019,14141
Mon Jul 01 2019 00:00:00 GMT+0700 (Western Indonesia Time),14117,01 July 2019,14117
Tue Jul 02 2019 00:00:00 GMT+0700 (Western Indonesia Time),14140,02 July 2019,14140
Wed Jul 03 2019 00:00:00 GMT+0700 (Western Indonesia Time),14160,03 July 2019,14160
Thu Jul 04 2019 00:00:00 GMT+0700 (Western Indonesia Time),14106,04 July 2019,14106
Fri Jul 05 2019 00:00:00 GMT+0700 (Western Indonesia Time),14148,05 July 2019,14148
Mon Jul 08 2019 00:00:00 GMT+0700 (Western Indonesia Time),14147,08 July 2019,14147
Tue Jul 09 2019 00:00:00 GMT+0700 (Western Indonesia Time),14129,09 July 2019,14129
Wed Jul 10 2019 00:00:00 GMT+0700 (Western Indonesia Time),14152,10 July 2019,14152
Thu Jul 11 2019 00:00:00 GMT+0700 (Western Indonesia Time),14089,11 July 2019,14089
Fri Jul 12 2019 00:00:00 GMT+0700 (Western Indonesia Time),14085,12 July 2019,14085
Mon Jul 15 2019 00:00:00 GMT+0700 (Western Indonesia Time),13970,15 July 2019,13970
Tue Jul 16 2019 00:00:00 GMT+0700 (Western Indonesia Time),13925,16 July 2019,13925
Wed Jul 17 2019 00:00:00 GMT+0700 (Western Indonesia Time),13949,17 July 2019,13949
Thu Jul 18 2019 00:00:00 GMT+0700 (Western Indonesia Time),13976,18 July 2019,13976
Fri Jul 19 2019 00:00:00 GMT+0700 (Western Indonesia Time),13913,19 July 2019,13913
Mon Jul 22 2019 00:00:00 GMT+0700 (Western Indonesia Time),13963,22 July 2019,13963
Tue Jul 23 2019 00:00:00 GMT+0700 (Western Indonesia Time),13973,23 July 2019,13973
Wed Jul 24 2019 00:00:00 GMT+0700 (Western Indonesia Time),14011,24 July 2019,14011
Thu Jul 25 2019 00:00:00 GMT+0700 (Western Indonesia Time),13986,25 July 2019,13986
Fri Jul 26 2019 00:00:00 GMT+0700 (Western Indonesia Time),14001,26 July 2019,14001
Mon Jul 29 2019 00:00:00 GMT+0700 (Western Indonesia Time),14010,29 July 2019,14010
Tue Jul 30 2019 00:00:00 GMT+0700 (Western Indonesia Time),14034,30 July 2019,14034
Wed Jul 31 2019 00:00:00 GMT+0700 (Western Indonesia Time),14026,31 July 2019,14026
Thu Aug 01 2019 00:00:00 GMT+0700 (Western Indonesia Time),14098,01 August 2019,14098
Fri Aug 02 2019 00:00:00 GMT+0700 (Western Indonesia Time),14203,02 August 2019,14203
Mon Aug 05 2019 00:00:00 GMT+0700 (Western Indonesia Time),14231,05 August 2019,14231
Tue Aug 06 2019 00:00:00 GMT+0700 (Western Indonesia Time),14344,06 August 2019,14344
Wed Aug 07 2019 00:00:00 GMT+0700 (Western Indonesia Time),14275,07 August 2019,14275
Thu Aug 08 2019 00:00:00 GMT+0700 (Western Indonesia Time),14231,08 August 2019,14231
Fri Aug 09 2019 00:00:00 GMT+0700 (Western Indonesia Time),14195,09 August 2019,14195
Mon Aug 12 2019 00:00:00 GMT+0700 (Western Indonesia Time),14220,12 August 2019,14220
Tue Aug 13 2019 00:00:00 GMT+0700 (Western Indonesia Time),14283,13 August 2019,14283
Wed Aug 14 2019 00:00:00 GMT+0700 (Western Indonesia Time),14234,14 August 2019,14234
Thu Aug 15 2019 00:00:00 GMT+0700 (Western Indonesia Time),14296,15 August 2019,14296
Fri Aug 16 2019 00:00:00 GMT+0700 (Western Indonesia Time),14258,16 August 2019,14258
Mon Aug 19 2019 00:00:00 GMT+0700 (Western Indonesia Time),14203,19 August 2019,14203
Tue Aug 20 2019 00:00:00 GMT+0700 (Western Indonesia Time),14262,20 August 2019,14262
Wed Aug 21 2019 00:00:00 GMT+0700 (Western Indonesia Time),14259,21 August 2019,14259
Thu Aug 22 2019 00:00:00 GMT+0700 (Western Indonesia Time),14234,22 August 2019,14234
Fri Aug 23 2019 00:00:00 GMT+0700 (Western Indonesia Time),14249,23 August 2019,14249
Mon Aug 26 2019 00:00:00 GMT+0700 (Western Indonesia Time),14261,26 August 2019,14261
Tue Aug 27 2019 00:00:00 GMT+0700 (Western Indonesia Time),14235,27 August 2019,14235
Wed Aug 28 2019 00:00:00 GMT+0700 (Western Indonesia Time),14263,28 August 2019,14263
Thu Aug 29 2019 00:00:00 GMT+0700 (Western Indonesia Time),14254,29 August 2019,14254
Fri Aug 30 2019 00:00:00 GMT+0700 (Western Indonesia Time),14237,30 August 2019,14237
Mon Sep 02 2019 00:00:00 GMT+0700 (Western Indonesia Time),14190,02 September 2019,14190
Tue Sep 03 2019 00:00:00 GMT+0700 (Western Indonesia Time),14217,03 September 2019,14217
Wed Sep 04 2019 00:00:00 GMT+0700 (Western Indonesia Time),14218,04 September 2019,14218
Thu Sep 05 2019 00:00:00 GMT+0700 (Western Indonesia Time),14153,05 September 2019,14153
Fri Sep 06 2019 00:00:00 GMT+0700 (Western Indonesia Time),14140,06 September 2019,14140
Mon Sep 09 2019 00:00:00 GMT+0700 (Western Indonesia Time),14092,09 September 2019,14092
Tue Sep 10 2019 00:00:00 GMT+0700 (Western Indonesia Time),14031,10 September 2019,14031
Wed Sep 11 2019 00:00:00 GMT+0700 (Western Indonesia Time),14063,11 September 2019,14063
Thu Sep 12 2019 00:00:00 GMT+0700 (Western Indonesia Time),14052,12 September 2019,14052
Fri Sep 13 2019 00:00:00 GMT+0700 (Western Indonesia Time),13950,13 September 2019,13950
Mon Sep 16 2019 00:00:00 GMT+0700 (Western Indonesia Time),14020,16 September 2019,14020
Tue Sep 17 2019 00:00:00 GMT+0700 (Western Indonesia Time),14100,17 September 2019,14100
Wed Sep 18 2019 00:00:00 GMT+0700 (Western Indonesia Time),14080,18 September 2019,14080
Thu Sep 19 2019 00:00:00 GMT+0700 (Western Indonesia Time),14099,19 September 2019,14099
Fri Sep 20 2019 00:00:00 GMT+0700 (Western Indonesia Time),14085,20 September 2019,14085
Mon Sep 23 2019 00:00:00 GMT+0700 (Western Indonesia Time),14077,23 September 2019,14077
Tue Sep 24 2019 00:00:00 GMT+0700 (Western Indonesia Time),14099,24 September 2019,14099
Wed Sep 25 2019 00:00:00 GMT+0700 (Western Indonesia Time),14134,25 September 2019,14134
Thu Sep 26 2019 00:00:00 GMT+0700 (Western Indonesia Time),14162,26 September 2019,14162
Fri Sep 27 2019 00:00:00 GMT+0700 (Western Indonesia Time),14197,27 September 2019,14197
Mon Sep 30 2019 00:00:00 GMT+0700 (Western Indonesia Time),14174,30 September 2019,14174
Tue Oct 01 2019 00:00:00 GMT+0700 (Western Indonesia Time),14196,01 October 2019,14196
Wed Oct 02 2019 00:00:00 GMT+0700 (Western Indonesia Time),14207,02 October 2019,14207
Thu Oct 03 2019 00:00:00 GMT+0700 (Western Indonesia Time),14193,03 October 2019,14193
Fri Oct 04 2019 00:00:00 GMT+0700 (Western Indonesia Time),14135,04 October 2019,14135
Mon Oct 07 2019 00:00:00 GMT+0700 (Western Indonesia Time),14156,07 October 2019,14156
Tue Oct 08 2019 00:00:00 GMT+0700 (Western Indonesia Time),14170,08 October 2019,14170
Wed Oct 09 2019 00:00:00 GMT+0700 (Western Indonesia Time),14182,09 October 2019,14182
Thu Oct 10 2019 00:00:00 GMT+0700 (Western Indonesia Time),14157,10 October 2019,14157
Fri Oct 11 2019 00:00:00 GMT+0700 (Western Indonesia Time),14139,11 October 2019,14139
Mon Oct 14 2019 00:00:00 GMT+0700 (Western Indonesia Time),14126,14 October 2019,14126
Tue Oct 15 2019 00:00:00 GMT+0700 (Western Indonesia Time),14140,15 October 2019,14140
Wed Oct 16 2019 00:00:00 GMT+0700 (Western Indonesia Time),14187,16 October 2019,14187
Thu Oct 17 2019 00:00:00 GMT+0700 (Western Indonesia Time),14172,17 October 2019,14172
Fri Oct 18 2019 00:00:00 GMT+0700 (Western Indonesia Time),14140,18 October 2019,14140
Mon Oct 21 2019 00:00:00 GMT+0700 (Western Indonesia Time),14132,21 October 2019,14132
Tue Oct 22 2019 00:00:00 GMT+0700 (Western Indonesia Time),14058,22 October 2019,14058
Wed Oct 23 2019 00:00:00 GMT+0700 (Western Indonesia Time),14051,23 October 2019,14051
Thu Oct 24 2019 00:00:00 GMT+0700 (Western Indonesia Time),13996,24 October 2019,13996
Fri Oct 25 2019 00:00:00 GMT+0700 (Western Indonesia Time),14064,25 October 2019,14064
Mon Oct 28 2019 00:00:00 GMT+0700 (Western Indonesia Time),14023,28 October 2019,14023
Tue Oct 29 2019 00:00:00 GMT+0700 (Western Indonesia Time),14028,29 October 2019,14028
Wed Oct 30 2019 00:00:00 GMT+0700 (Western Indonesia Time),14044,30 October 2019,14044
Thu Oct 31 2019 00:00:00 GMT+0700 (Western Indonesia Time),14008,31 October 2019,14008
Fri Nov 01 2019 00:00:00 GMT+0700 (Western Indonesia Time),14066,01 November 2019,14066
Mon Nov 04 2019 00:00:00 GMT+0700 (Western Indonesia Time),14002,04 November 2019,14002
Tue Nov 05 2019 00:00:00 GMT+0700 (Western Indonesia Time),14031,05 November 2019,14031
Wed Nov 06 2019 00:00:00 GMT+0700 (Western Indonesia Time),13992,06 November 2019,13992
Thu Nov 07 2019 00:00:00 GMT+0700 (Western Indonesia Time),14040,07 November 2019,14040
Fri Nov 08 2019 00:00:00 GMT+0700 (Western Indonesia Time),14020,08 November 2019,14020
Mon Nov 11 2019 00:00:00 GMT+0700 (Western Indonesia Time),14040,11 November 2019,14040
Tue Nov 12 2019 00:00:00 GMT+0700 (Western Indonesia Time),14059,12 November 2019,14059
Wed Nov 13 2019 00:00:00 GMT+0700 (Western Indonesia Time),14082,13 November 2019,14082
Thu Nov 14 2019 00:00:00 GMT+0700 (Western Indonesia Time),14098,14 November 2019,14098
Fri Nov 15 2019 00:00:00 GMT+0700 (Western Indonesia Time),14069,15 November 2019,14069
Mon Nov 18 2019 00:00:00 GMT+0700 (Western Indonesia Time),14075,18 November 2019,14075
Tue Nov 19 2019 00:00:00 GMT+0700 (Western Indonesia Time),14091,19 November 2019,14091
Wed Nov 20 2019 00:00:00 GMT+0700 (Western Indonesia Time),14097,20 November 2019,14097
Thu Nov 21 2019 00:00:00 GMT+0700 (Western Indonesia Time),14112,21 November 2019,14112
Fri Nov 22 2019 00:00:00 GMT+0700 (Western Indonesia Time),14100,22 November 2019,14100
Mon Nov 25 2019 00:00:00 GMT+0700 (Western Indonesia Time),14091,25 November 2019,14091
Tue Nov 26 2019 00:00:00 GMT+0700 (Western Indonesia Time),14081,26 November 2019,14081
Wed Nov 27 2019 00:00:00 GMT+0700 (Western Indonesia Time),14096,27 November 2019,14096
Thu Nov 28 2019 00:00:00 GMT+0700 (Western Indonesia Time),14099,28 November 2019,14099
Fri Nov 29 2019 00:00:00 GMT+0700 (Western Indonesia Time),14102,29 November 2019,14102
Mon Dec 02 2019 00:00:00 GMT+0700 (Western Indonesia Time),14122,02 December 2019,14122
Tue Dec 03 2019 00:00:00 GMT+0700 (Western Indonesia Time),14130,03 December 2019,14130
Wed Dec 04 2019 00:00:00 GMT+0700 (Western Indonesia Time),14125,04 December 2019,14125
Thu Dec 05 2019 00:00:00 GMT+0700 (Western Indonesia Time),14094,05 December 2019,14094
Fri Dec 06 2019 00:00:00 GMT+0700 (Western Indonesia Time),14037,06 December 2019,14037
Mon Dec 09 2019 00:00:00 GMT+0700 (Western Indonesia Time),14021,09 December 2019,14021
Tue Dec 10 2019 00:00:00 GMT+0700 (Western Indonesia Time),14004,10 December 2019,14004
Wed Dec 11 2019 00:00:00 GMT+0700 (Western Indonesia Time),14025,11 December 2019,14025
Thu Dec 12 2019 00:00:00 GMT+0700 (Western Indonesia Time),14042,12 December 2019,14042
Fri Dec 13 2019 00:00:00 GMT+0700 (Western Indonesia Time),13982,13 December 2019,13982
Mon Dec 16 2019 00:00:00 GMT+0700 (Western Indonesia Time),14004,16 December 2019,14004
Tue Dec 17 2019 00:00:00 GMT+0700 (Western Indonesia Time),14018,17 December 2019,14018
Wed Dec 18 2019 00:00:00 GMT+0700 (Western Indonesia Time),14007,18 December 2019,14007
Thu Dec 19 2019 00:00:00 GMT+0700 (Western Indonesia Time),13983,19 December 2019,13983
Fri Dec 20 2019 00:00:00 GMT+0700 (Western Indonesia Time),13993,20 December 2019,13993
Mon Dec 23 2019 00:00:00 GMT+0700 (Western Indonesia Time),13978,23 December 2019,13978
Thu Dec 26 2019 00:00:00 GMT+0700 (Western Indonesia Time),13982,26 December 2019,13982
Fri Dec 27 2019 00:00:00 GMT+0700 (Western Indonesia Time),13956,27 December 2019,13956
Mon Dec 30 2019 00:00:00 GMT+0700 (Western Indonesia Time),13945,30 December 2019,13945
Tue Dec 31 2019 00:00:00 GMT+0700 (Western Indonesia Time),13901,31 December 2019,13901
Thu Jan 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),13895,02 January 2020,13895
Fri Jan 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),13899,03 January 2020,13899
Mon Jan 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),13961,06 January 2020,13961
Tue Jan 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),13919,07 January 2020,13919
Wed Jan 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),13934,08 January 2020,13934
Thu Jan 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),13860,09 January 2020,13860
Fri Jan 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),13812,10 January 2020,13812
Mon Jan 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),13708,13 January 2020,13708
Tue Jan 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),13654,14 January 2020,13654
Wed Jan 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),13706,15 January 2020,13706
Thu Jan 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),13658,16 January 2020,13658
Fri Jan 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),13648,17 January 2020,13648
Mon Jan 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),13654,20 January 2020,13654
Tue Jan 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),13658,21 January 2020,13658
Wed Jan 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),13678,22 January 2020,13678
Thu Jan 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),13626,23 January 2020,13626
Fri Jan 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),13632,24 January 2020,13632
Mon Jan 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),13612,27 January 2020,13612
Tue Jan 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),13647,28 January 2020,13647
Wed Jan 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),13634,29 January 2020,13634
Thu Jan 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),13652,30 January 2020,13652
Fri Jan 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),13662,31 January 2020,13662
Mon Feb 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),13726,03 February 2020,13726
Tue Feb 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),13760,04 February 2020,13760
Wed Feb 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),13717,05 February 2020,13717
Thu Feb 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),13662,06 February 2020,13662
Fri Feb 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),13647,07 February 2020,13647
Mon Feb 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),13708,10 February 2020,13708
Tue Feb 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),13686,11 February 2020,13686
Wed Feb 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),13659,12 February 2020,13659
Thu Feb 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),13679,13 February 2020,13679
Fri Feb 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),13707,14 February 2020,13707
Mon Feb 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),13693,17 February 2020,13693
Tue Feb 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),13676,18 February 2020,13676
Wed Feb 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),13717,19 February 2020,13717
Thu Feb 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),13735,20 February 2020,13735
Fri Feb 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),13777,21 February 2020,13777
Mon Feb 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),13863,24 February 2020,13863
Tue Feb 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),13893,25 February 2020,13893
Wed Feb 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),13966,26 February 2020,13966
Thu Feb 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),14018,27 February 2020,14018
Fri Feb 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),14234,28 February 2020,14234
Mon Mar 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),14413,02 March 2020,14413
Tue Mar 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),14222,03 March 2020,14222
Wed Mar 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),14171,04 March 2020,14171
Thu Mar 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),14168,05 March 2020,14168
Fri Mar 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),14267,06 March 2020,14267
Mon Mar 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),14342,09 March 2020,14342
Tue Mar 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),14411,10 March 2020,14411
Wed Mar 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),14323,11 March 2020,14323
Thu Mar 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),14490,12 March 2020,14490
Fri Mar 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),14815,13 March 2020,14815
Mon Mar 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),14818,16 March 2020,14818
Tue Mar 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),15083,17 March 2020,15083
Wed Mar 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),15223,18 March 2020,15223
Thu Mar 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),15712,19 March 2020,15712
Fri Mar 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),16273,20 March 2020,16273
Mon Mar 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),16608,23 March 2020,16608
Tue Mar 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),16486,24 March 2020,16486
Thu Mar 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),16328,26 March 2020,16328
Fri Mar 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),16230,27 March 2020,16230
Mon Mar 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),16336,30 March 2020,16336
Tue Mar 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),16367,31 March 2020,16367
Wed Apr 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),16413,01 April 2020,16413
Thu Apr 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),16741,02 April 2020,16741
Fri Apr 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),16464,03 April 2020,16464
Mon Apr 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),16556,06 April 2020,16556
Tue Apr 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),16410,07 April 2020,16410
Wed Apr 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),16245,08 April 2020,16245
Thu Apr 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),16241,09 April 2020,16241
Mon Apr 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),15840,13 April 2020,15840
Tue Apr 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),15722,14 April 2020,15722
Wed Apr 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),15707,15 April 2020,15707
Thu Apr 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),15787,16 April 2020,15787
Fri Apr 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),15503,17 April 2020,15503
Mon Apr 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),15543,20 April 2020,15543
Tue Apr 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),15643,21 April 2020,15643
Wed Apr 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),15567,22 April 2020,15567
Thu Apr 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),15630,23 April 2020,15630
Fri Apr 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),15553,24 April 2020,15553
Mon Apr 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),15591,27 April 2020,15591
Tue Apr 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),15488,28 April 2020,15488
Wed Apr 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),15415,29 April 2020,15415
Thu Apr 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),15157,30 April 2020,15157
Mon May 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),15073,04 May 2020,15073
Tue May 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),15104,05 May 2020,15104
Wed May 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),15127,06 May 2020,15127
Fri May 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),15009,08 May 2020,15009
Mon May 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),14936,11 May 2020,14936
Tue May 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),14978,12 May 2020,14978
Wed May 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),14887,13 May 2020,14887
Thu May 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),14946,14 May 2020,14946
Fri May 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),14909,15 May 2020,14909
Mon May 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),14885,18 May 2020,14885
Tue May 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),14823,19 May 2020,14823
Wed May 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),14785,20 May 2020,14785
Tue May 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),14774,26 May 2020,14774
Wed May 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),14761,27 May 2020,14761
Thu May 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),14769,28 May 2020,14769
Fri May 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),14733,29 May 2020,14733
Tue Jun 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),14502,02 June 2020,14502
Wed Jun 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),14245,03 June 2020,14245
Thu Jun 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),14165,04 June 2020,14165
Fri Jun 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),14100,05 June 2020,14100
Mon Jun 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),13956,08 June 2020,13956
Tue Jun 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),13973,09 June 2020,13973
Wed Jun 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),14083,10 June 2020,14083
Thu Jun 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),14014,11 June 2020,14014
Fri Jun 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),14257,12 June 2020,14257
Mon Jun 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),14228,15 June 2020,14228
Tue Jun 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),14155,16 June 2020,14155
Wed Jun 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),14234,17 June 2020,14234
Thu Jun 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),14186,18 June 2020,14186
Fri Jun 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),14242,19 June 2020,14242
Mon Jun 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),14209,22 June 2020,14209
Tue Jun 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),14265,23 June 2020,14265
Wed Jun 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),14160,24 June 2020,14160
Thu Jun 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),14231,25 June 2020,14231
Fri Jun 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),14239,26 June 2020,14239
Mon Jun 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),14369,29 June 2020,14369
Tue Jun 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),14302,30 June 2020,14302
Wed Jul 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),14341,01 July 2020,14341
Thu Jul 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),14516,02 July 2020,14516
Fri Jul 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),14566,03 July 2020,14566
Mon Jul 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),14547,06 July 2020,14547
Tue Jul 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),14456,07 July 2020,14456
Wed Jul 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),14460,08 July 2020,14460
Thu Jul 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),14446,09 July 2020,14446
Fri Jul 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),14501,10 July 2020,14501
Mon Jul 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),14486,13 July 2020,14486
Tue Jul 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),14512,14 July 2020,14512
Wed Jul 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),14616,15 July 2020,14616
Thu Jul 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),14632,16 July 2020,14632
Fri Jul 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),14780,17 July 2020,14780
Mon Jul 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),14832,20 July 2020,14832
