Country code,Index,Country,Region,Previous,Last,Change,%,Googlefinance Ticker,Direction
:TH:,SET Index,:TH: Thailand,Asean,1364.27,1359.94,-4.33,-0.31738585470617986,-,min
:VN:,VN 30,:VN: Vietnam,Asean,1240.5,1240.5,0,0,-,plus
:PH:,PSEi,:PH: Philipines,Asean,6628.75,6724.39,95.64,1.4428059588911937,INDEXBKK:SSET,plus
:IN:,SENSEX,:IN: India,Asia-Pacific,73880.56,73730.16,-150.4,-0.20357181916325484,VNINDEX:IND,min
:CN:,SSEC,:CN: China,Asia-Pacific,3088.63,3109.84,21.21,0.6867122316366803,-,plus
:KR:,KOSPI,:KR: South Korea,Asia-Pacific,2656.33,2679.03,22.700000000000273,0.854562497882427,KRX:KOSPI,plus
:HK:,Hang Seng ,:HK: Hong Kong,Asia-Pacific,17651.15,17973.07,321.91999999999825,1.823790517898257,INDEXHANGSENG:HSI,plus
:JP:,Nikkei 225,:JP: Japan,Asia-Pacific,37628.48,37934.76,306.27999999999884,0.8139579382425195,INDEXNIKKEI:NI225,plus
