,11 December 2025,,
Tanggal,Sekuritas,Rekomendasi,
Thu Dec 11 2025 00:00:00 GMT+0700 (Indochina Time),Phintraco Sekuritas,ARTO, PTPP, SMDR, ASSA, MBMA,11 December 2025
Thu Dec 11 2025 00:00:00 GMT+0700 (Indochina Time),MNC Sekuritas,BRMS, CDIA, GOTO, TINS,11 December 2025
